testId,loginId,testEndTime,sessionTime,endLevel,correctItems,incorrectItems,stu_id,female,currentLevel,game,teacher,eng_class,course_total,psglevel
65044,7075,11/13/2016 22:49,51,2,4,2,41500251,0,2,1,1,11,73,2
65045,7075,11/13/2016 22:50,55,2,5,2,41500251,0,2,1,1,11,73,2
65046,7075,11/13/2016 22:51,52,2,4,1,41500251,0,2,1,1,11,73,2
65047,7075,11/13/2016 22:52,49,2,5,1,41500251,0,2,1,1,11,73,2
65049,7075,11/13/2016 22:53,38,2,6,1,41500251,0,2,1,1,11,73,2
65051,7075,11/13/2016 22:54,56,2,5,1,41500251,0,2,1,1,11,73,2
65052,7075,11/13/2016 22:55,44,2,5,1,41500251,0,2,1,1,11,73,2
65053,7075,11/13/2016 22:56,50,2,1,4,41500251,0,2,1,1,11,73,2
65055,7075,11/13/2016 22:57,57,2,6,1,41500251,0,2,1,1,11,73,2
65057,7075,11/13/2016 22:58,56,3,6,0,41500251,0,2,1,1,11,73,2
65757,7075,11/17/2016 20:27,46,2,6,0,41500251,0,2,1,1,11,73,2
65758,7075,11/17/2016 20:28,47,2,5,1,41500251,0,2,1,1,11,73,2
65759,7075,11/17/2016 20:29,46,2,5,0,41500251,0,2,1,1,11,73,2
65760,7075,11/17/2016 20:30,55,3,7,0,41500251,0,2,1,1,11,73,2
71533,7075,12/8/2016 17:28,29,2,6,0,41500251,0,2,1,1,11,73,2
71534,7075,12/8/2016 17:28,38,2,6,0,41500251,0,2,1,1,11,73,2
71535,7075,12/8/2016 17:29,45,2,5,1,41500251,0,2,1,1,11,73,2
71536,7075,12/8/2016 17:30,35,3,5,1,41500251,0,2,1,1,11,73,2
75027,7075,12/20/2016 19:29,29,2,6,0,41500251,0,2,1,1,11,73,2
75028,7075,12/20/2016 19:29,27,2,6,0,41500251,0,2,1,1,11,73,2
75030,7075,12/20/2016 19:30,38,3,7,0,41500251,0,2,1,1,11,73,2
57031,7075,10/20/2016 21:24,8,3,3,2,41500251,0,3,1,1,11,73,3
65013,7075,11/13/2016 22:36,11,3,3,3,41500251,0,3,1,1,11,73,3
65039,7075,11/13/2016 22:46,60,2,3,3,41500251,0,3,1,1,11,73,3
65755,7075,11/17/2016 20:26,57,3,3,2,41500251,0,3,1,1,11,73,3
65756,7075,11/17/2016 20:27,51,2,3,2,41500251,0,3,1,1,11,73,3
65761,7075,11/17/2016 20:31,57,3,4,2,41500251,0,3,1,1,11,73,3
65762,7075,11/17/2016 20:32,60,3,5,0,41500251,0,3,1,1,11,73,3
65763,7075,11/17/2016 20:34,54,3,5,1,41500251,0,3,1,1,11,73,3
65764,7075,11/17/2016 20:35,55,3,4,2,41500251,0,3,1,1,11,73,3
65765,7075,11/17/2016 20:36,35,3,5,0,41500251,0,3,1,1,11,73,3
65766,7075,11/17/2016 20:37,38,3,6,0,41500251,0,3,1,1,11,73,3
65767,7075,11/17/2016 20:38,41,3,4,1,41500251,0,3,1,1,11,73,3
65768,7075,11/17/2016 20:39,59,3,4,1,41500251,0,3,1,1,11,73,3
69231,7075,11/29/2016 21:43,46,3,5,0,41500251,0,3,1,1,11,73,3
69232,7075,11/29/2016 21:44,51,3,4,1,41500251,0,3,1,1,11,73,3
69233,7075,11/29/2016 21:45,44,3,6,0,41500251,0,3,1,1,11,73,3
69234,7075,11/29/2016 21:45,34,3,6,0,41500251,0,3,1,1,11,73,3
69235,7075,11/29/2016 21:46,59,3,5,1,41500251,0,3,1,1,11,73,3
69236,7075,11/29/2016 21:47,46,3,4,1,41500251,0,3,1,1,11,73,3
69237,7075,11/29/2016 21:48,42,3,5,0,41500251,0,3,1,1,11,73,3
69238,7075,11/29/2016 21:49,60,4,5,0,41500251,0,3,1,1,11,73,3
69243,7075,11/29/2016 21:56,38,3,6,0,41500251,0,3,1,1,11,73,3
69244,7075,11/29/2016 21:57,43,3,6,0,41500251,0,3,1,1,11,73,3
69245,7075,11/29/2016 21:58,50,3,6,0,41500251,0,3,1,1,11,73,3
69246,7075,11/29/2016 21:59,55,4,5,1,41500251,0,3,1,1,11,73,3
71531,7075,12/8/2016 17:26,41,3,4,1,41500251,0,3,1,1,11,73,3
71532,7075,12/8/2016 17:27,28,2,4,1,41500251,0,3,1,1,11,73,3
71537,7075,12/8/2016 17:31,57,3,5,0,41500251,0,3,1,1,11,73,3
71538,7075,12/8/2016 17:31,32,3,6,0,41500251,0,3,1,1,11,73,3
71539,7075,12/8/2016 17:32,18,4,5,0,41500251,0,3,1,1,11,73,3
75023,7075,12/20/2016 19:27,60,3,3,3,41500251,0,3,1,1,11,73,3
75025,7075,12/20/2016 19:28,36,2,4,2,41500251,0,3,1,1,11,73,3
75032,7075,12/20/2016 19:31,29,3,5,0,41500251,0,3,1,1,11,73,3
75033,7075,12/20/2016 19:32,24,3,6,0,41500251,0,3,1,1,11,73,3
75034,7075,12/20/2016 19:32,33,4,5,0,41500251,0,3,1,1,11,73,3
69239,7075,11/29/2016 21:50,60,4,8,2,41500251,0,4,1,1,11,73,4
69241,7075,11/29/2016 21:54,60,4,7,4,41500251,0,4,1,1,11,73,4
69242,7075,11/29/2016 21:55,60,3,9,4,41500251,0,4,1,1,11,73,4
71529,7075,12/8/2016 17:24,60,4,7,2,41500251,0,4,1,1,11,73,4
71530,7075,12/8/2016 17:25,60,3,9,5,41500251,0,4,1,1,11,73,4
71540,7075,12/8/2016 17:33,60,4,12,2,41500251,0,4,1,1,11,73,4
71541,7075,12/8/2016 17:35,60,4,7,5,41500251,0,4,1,1,11,73,4
71543,7075,12/8/2016 17:36,60,4,4,8,41500251,0,4,1,1,11,73,4
71546,7075,12/8/2016 17:38,54,4,11,4,41500251,0,4,1,1,11,73,4
71549,7075,12/8/2016 17:40,60,4,8,6,41500251,0,4,1,1,11,73,4
73954,7075,12/16/2016 12:22,60,4,13,3,41500251,0,4,1,1,11,73,4
73955,7075,12/16/2016 12:23,60,4,13,2,41500251,0,4,1,1,11,73,4
73956,7075,12/16/2016 12:24,60,4,10,3,41500251,0,4,1,1,11,73,4
73957,7075,12/16/2016 12:25,60,4,11,4,41500251,0,4,1,1,11,73,4
73958,7075,12/16/2016 12:27,60,4,9,6,41500251,0,4,1,1,11,73,4
73959,7075,12/16/2016 12:28,60,4,8,4,41500251,0,4,1,1,11,73,4
73960,7075,12/16/2016 12:29,60,4,13,2,41500251,0,4,1,1,11,73,4
73961,7075,12/16/2016 12:30,60,4,8,2,41500251,0,4,1,1,11,73,4
73962,7075,12/16/2016 12:32,60,5,12,0,41500251,0,4,1,1,11,73,4
75014,7075,12/20/2016 19:22,60,4,7,5,41500251,0,4,1,1,11,73,4
75017,7075,12/20/2016 19:23,60,4,11,1,41500251,0,4,1,1,11,73,4
75019,7075,12/20/2016 19:24,60,4,5,3,41500251,0,4,1,1,11,73,4
75021,7075,12/20/2016 19:26,60,3,7,2,41500251,0,4,1,1,11,73,4
75035,7075,12/20/2016 19:34,60,4,8,1,41500251,0,4,1,1,11,73,4
75036,7075,12/20/2016 19:35,60,4,12,1,41500251,0,4,1,1,11,73,4
75037,7075,12/20/2016 19:36,60,4,6,2,41500251,0,4,1,1,11,73,4
75038,7075,12/20/2016 19:38,60,4,9,2,41500251,0,4,1,1,11,73,4
77114,7075,1/5/2017 19:37,60,4,7,1,41500251,0,4,1,1,11,73,4
77116,7075,1/5/2017 19:38,60,4,4,2,41500251,0,4,1,1,11,73,4
77118,7075,1/5/2017 19:40,60,4,10,0,41500251,0,4,1,1,11,73,4
77120,7075,1/5/2017 19:41,60,5,12,1,41500251,0,4,1,1,11,73,4
77124,7075,1/5/2017 19:44,60,4,8,1,41500251,0,4,1,1,11,73,4
77125,7075,1/5/2017 19:46,60,4,9,1,41500251,0,4,1,1,11,73,4
77126,7075,1/5/2017 19:47,60,4,12,1,41500251,0,4,1,1,11,73,4
77127,7075,1/5/2017 19:48,60,5,10,0,41500251,0,4,1,1,11,73,4
73963,7075,12/16/2016 12:33,60,5,9,1,41500251,0,5,1,1,11,73,5
73964,7075,12/16/2016 12:34,60,5,8,4,41500251,0,5,1,1,11,73,5
73965,7075,12/16/2016 12:36,60,5,7,4,41500251,0,5,1,1,11,73,5
73966,7075,12/16/2016 12:37,60,5,11,2,41500251,0,5,1,1,11,73,5
73967,7075,12/16/2016 12:38,60,5,7,4,41500251,0,5,1,1,11,73,5
73968,7075,12/16/2016 12:40,60,4,8,2,41500251,0,5,1,1,11,73,5
77122,7075,1/5/2017 19:42,60,5,7,1,41500251,0,5,1,1,11,73,5
77123,7075,1/5/2017 19:43,60,4,7,2,41500251,0,5,1,1,11,73,5
77128,7075,1/5/2017 19:49,60,5,7,2,41500251,0,5,1,1,11,73,5
77132,7075,1/5/2017 19:50,60,5,9,2,41500251,0,5,1,1,11,73,5
77136,7075,1/5/2017 19:52,60,5,6,3,41500251,0,5,1,1,11,73,5
77140,7075,1/5/2017 19:53,60,5,8,1,41500251,0,5,1,1,11,73,5
57020,7078,10/20/2016 21:21,60,3,3,1,41500452,1,3,1,1,11,74,3
57024,7078,10/20/2016 21:23,58,3,5,1,41500452,1,3,1,1,11,74,3
57027,7078,10/20/2016 21:23,43,3,5,1,41500452,1,3,1,1,11,74,3
57030,7078,10/20/2016 21:24,46,3,5,1,41500452,1,3,1,1,11,74,3
57034,7078,10/20/2016 21:25,39,3,5,0,41500452,1,3,1,1,11,74,3
57041,7078,10/20/2016 21:26,42,4,6,0,41500452,1,3,1,1,11,74,3
57065,7078,10/20/2016 21:30,41,4,4,0,41500452,1,4,1,1,11,74,4
64588,7079,11/13/2016 16:52,60,2,5,1,41500465,1,2,1,1,11,92,2
64589,7079,11/13/2016 16:53,55,2,6,0,41500465,1,2,1,1,11,92,2
64590,7079,11/13/2016 16:54,41,2,6,0,41500465,1,2,1,1,11,92,2
64591,7079,11/13/2016 16:55,32,3,5,0,41500465,1,2,1,1,11,92,2
57101,7079,10/20/2016 21:35,60,3,3,0,41500465,1,3,1,1,11,92,3
64587,7079,11/13/2016 16:51,60,2,3,1,41500465,1,3,1,1,11,92,3
64592,7079,11/13/2016 16:56,60,3,4,2,41500465,1,3,1,1,11,92,3
64593,7079,11/13/2016 16:57,32,3,5,0,41500465,1,3,1,1,11,92,3
64594,7079,11/13/2016 16:58,41,3,6,0,41500465,1,3,1,1,11,92,3
64595,7079,11/13/2016 16:58,19,4,5,0,41500465,1,3,1,1,11,92,3
64596,7079,11/13/2016 16:59,60,4,9,0,41500465,1,4,1,1,11,92,4
64597,7079,11/13/2016 17:00,60,4,7,2,41500465,1,4,1,1,11,92,4
64598,7079,11/13/2016 17:02,60,4,11,1,41500465,1,4,1,1,11,92,4
64600,7079,11/13/2016 17:03,60,4,9,1,41500465,1,4,1,1,11,92,4
64603,7079,11/13/2016 17:04,60,4,14,0,41500465,1,4,1,1,11,92,4
64607,7079,11/13/2016 17:05,60,5,12,1,41500465,1,4,1,1,11,92,4
64614,7079,11/13/2016 17:07,60,5,10,1,41500465,1,5,1,1,11,92,5
64618,7079,11/13/2016 17:08,60,5,8,1,41500465,1,5,1,1,11,92,5
64622,7079,11/13/2016 17:09,60,5,12,0,41500465,1,5,1,1,11,92,5
64626,7079,11/13/2016 17:10,60,6,8,1,41500465,1,5,1,1,11,92,5
64631,7079,11/13/2016 17:11,60,6,11,1,41500465,1,6,1,1,11,92,6
64635,7079,11/13/2016 17:12,60,6,13,1,41500465,1,6,1,1,11,92,6
64638,7079,11/13/2016 17:13,54,6,17,0,41500465,1,6,1,1,11,92,6
64641,7079,11/13/2016 17:14,60,7,12,1,41500465,1,6,1,1,11,92,6
64643,7079,11/13/2016 17:16,60,7,11,1,41500465,1,7,1,1,11,92,7
64647,7079,11/13/2016 17:17,60,7,12,0,41500465,1,7,1,1,11,92,7
64650,7079,11/13/2016 17:18,60,7,13,1,41500465,1,7,1,1,11,92,7
64653,7079,11/13/2016 17:19,60,7,10,2,41500465,1,7,1,1,11,92,7
64656,7079,11/13/2016 17:20,60,7,12,0,41500465,1,7,1,1,11,92,7
64658,7079,11/13/2016 17:21,60,7,10,3,41500465,1,7,1,1,11,92,7
64660,7079,11/13/2016 17:23,60,7,16,0,41500465,1,7,1,1,11,92,7
64663,7079,11/13/2016 17:24,59,8,15,0,41500465,1,7,1,1,11,92,7
64666,7079,11/13/2016 17:25,60,8,12,1,41500465,1,8,1,1,11,92,8
64669,7079,11/13/2016 17:27,60,8,14,1,41500465,1,8,1,1,11,92,8
64670,7079,11/13/2016 17:28,54,8,16,0,41500465,1,8,1,1,11,92,8
64674,7079,11/13/2016 17:29,60,9,16,0,41500465,1,8,1,1,11,92,8
70323,7079,12/4/2016 19:49,60,9,13,2,41500465,1,9,1,1,11,92,9
70326,7079,12/4/2016 19:50,60,9,12,2,41500465,1,9,1,1,11,92,9
71855,7079,12/9/2016 15:36,60,9,16,1,41500465,1,9,1,1,11,92,9
71856,7079,12/9/2016 15:37,60,9,15,0,41500465,1,9,1,1,11,92,9
71857,7079,12/9/2016 15:38,60,9,9,5,41500465,1,9,1,1,11,92,9
71858,7079,12/9/2016 15:39,60,9,14,1,41500465,1,9,1,1,11,92,9
71859,7079,12/9/2016 15:41,60,9,13,3,41500465,1,9,1,1,11,92,9
71860,7079,12/9/2016 15:42,60,9,19,0,41500465,1,9,1,1,11,92,9
71861,7079,12/9/2016 15:43,60,9,14,1,41500465,1,9,1,1,11,92,9
71862,7079,12/9/2016 15:44,60,10,15,2,41500465,1,9,1,1,11,92,9
71863,7079,12/9/2016 15:45,60,10,14,2,41500465,1,10,1,1,11,92,10
